DEPT,GR,NPHI,RDEEP,RHOB
2037.2832,68.31559753,0.369957626,5.284450531,2.230000019
2037.4356,64.35329437,0.376362115,5.349290848,2.213000059
2037.588,60.3833313,0.375454098,5.896421433,2.187000036
2037.7404,56.663414,0.321031034,6.344771385,2.236999989
2037.8928,56.27795792,0.25324288,9.39525032,2.355999947
2038.0452,55.87623215,0.145547256,16.49910355,2.526000023
2038.1976,51.35904312,0.105828293,35.77684784,2.607000113
2038.35,46.88526535,0.096001297,28.76885414,2.608999968
2038.5024,48.67221069,0.120399363,24.45591545,2.59100008
2038.6548,51.53865051,0.16181685,22.02799988,2.562999964
2038.8072,53.07258606,0.193848282,16.01677704,2.522000074
2038.9596,51.79435349,0.235492081,8.683599472,2.467000008
2039.112,53.3459816,0.27572003,6.170100212,2.375999928
2039.2644,58.71734619,0.299976885,4.932442188,2.296000004
2039.4168,60.29127502,0.313104957,3.69307971,2.250999928
2039.5692,63.75078201,0.332433254,3.6334939,2.253999949
2039.7216,66.28098297,0.379344463,3.765850306,2.267999888
2039.874,72.74180603,0.419991732,3.94727397,2.288000107
2040.0264,73.07640076,0.416534036,4.370681286,2.299000025
2040.1788,69.16174316,0.399131775,4.747112751,2.28399992
2040.3312,59.36995316,0.375943065,5.111338139,2.237999916
2040.4836,55.93695831,0.348381698,5.570687294,2.197999954
2040.636,53.72042847,0.359388173,5.54535389,2.171999931
2040.7884,56.25783157,0.359434992,5.156871796,2.174000025
2040.9408,52.67810059,0.397268713,4.659005642,2.183000088
2041.0932,52.67810059,0.37655139,4.18272686,2.217000008
2041.2456,58.270298,0.392906278,3.999083519,2.263000011
2041.398,62.77619171,0.355578482,3.846783161,2.299999952
2041.5504,68.78150177,0.372553319,3.496394157,2.301000118
2041.7028,67.27359772,0.351101399,3.203352928,2.285000086
2041.8552,69.41975403,0.363010049,3.030160427,2.280999899
2042.0076,71.10770416,0.390342802,2.968191624,2.279000044
2042.16,78.74768066,0.383248597,2.927897692,2.299999952
2042.3124,80.56250763,0.382155716,2.923646927,2.322000027
2042.4648,82.48135376,0.357402116,2.973229885,2.335999966
2042.6172,78.90534973,0.370989233,3.031244993,2.332000017
2042.7696,80.7931366,0.373310208,2.968902826,2.321000099
2042.922,79.8952179,0.404376715,2.975034237,2.319999933
2043.0744,80.69007111,0.424508691,2.894880772,2.322000027
2043.2268,78.89627838,0.439007759,2.845021486,2.318000078
2043.3792,77.77723694,0.446178615,2.873384714,2.305000067
2043.5316,76.75380707,0.423312455,2.82625556,2.301000118
2043.684,77.945961,0.442788512,2.762609482,2.305999994
2043.8364,77.02365112,0.427376628,2.798973799,2.325000048
2043.9888,78.87218475,0.465612024,2.757462263,2.328000069
2044.1412,80.24157715,0.43713361,2.719803333,2.328999996
2044.2936,82.61352539,0.440202951,2.725651503,2.33100009
2044.446,81.66078186,0.38579306,2.780545473,2.326999903
2044.5984,80.66590881,0.394639552,2.870549679,2.322000027
2044.7508,79.473526,0.356977463,2.927067757,2.312999964
2044.9032,74.741539,0.3693932,2.854490042,2.292999983
2045.0556,69.38075256,0.370542526,2.842208386,2.278000116
2045.208,67.94247437,0.397307634,2.863980532,2.275000095
2045.3604,76.92266083,0.404047757,2.837850571,2.295000076
2045.5128,79.5759964,0.411967099,2.996850014,2.316999912
2045.6652,77.57688904,0.372950316,3.0695858,2.329999924
2045.8176,71.63435364,0.359938294,3.013196707,2.328000069
2045.97,71.37765503,0.350768566,3.007633448,2.316999912
2046.1224,71.83169556,0.371950924,2.940816879,2.309000015
2046.2748,73.00880432,0.408602387,2.970830441,2.295000076
2046.4272,75.28301239,0.414193302,3.003684998,2.302999973
2046.5796,76.5741272,0.421466678,2.973683834,2.309000015
2046.732,76.98794556,0.365778357,2.839969635,2.305000067
2046.8844,73.05168915,0.335228354,2.770772696,2.28399992
2047.0368,70.59934998,0.34945488,2.736723185,2.267999888
2047.1892,69.04598999,0.400662988,2.798748255,2.280999899
2047.3416,74.92541504,0.443860799,2.998431206,2.315999985
2047.494,77.37850189,0.414881557,3.099317312,2.351999998
2047.6464,75.98577118,0.41217348,2.977344513,2.35800004
2047.7988,72.02162933,0.378430218,2.752655983,2.348999977
2047.9512,70.85321808,0.435181022,2.519003391,2.328999996
2048.1036,70.41896057,0.423639119,2.420957565,2.298000097
2048.256,73.25846863,0.448372155,2.344223738,2.256000042
2048.4084,71.44996643,0.418618232,2.261851788,2.236999989
2048.5608,69.14995575,0.428813249,2.379411459,2.22300005
2048.7132,66.69226837,0.399031967,2.573512316,2.233999968
2048.8656,67.78622437,0.343948335,2.835646629,2.257999897
2049.018,73.81716919,0.334708035,3.144525528,2.295000076
2049.1704,78.42299652,0.358876377,3.080804348,2.328999996
2049.3228,86.44737244,0.419861525,2.862942219,2.345000029
2049.4752,83.37545776,0.405079752,2.672305346,2.319999933
2049.6276,82.86138916,0.401325107,2.680018663,2.305999994
2049.78,79.53694153,0.379077286,2.697996616,2.318000078
2049.9324,79.03408814,0.391819388,2.904224634,2.336999893
2050.0848,75.58563995,0.399764597,3.043554783,2.33100009
2050.2372,75.58200073,0.407248884,2.960627556,2.319999933
2050.3896,78.44699097,0.422060281,2.881515026,2.329999924
2050.542,78.06401062,0.398218811,2.815396309,2.339999914
2050.6944,74.35505676,0.394858956,2.745076656,2.355000019
2050.8468,72.59063721,0.390161812,2.689333201,2.368999958
2050.9992,75.24432373,0.411436558,2.604882956,2.372999907
2051.1516,77.29134369,0.441100806,2.590301275,2.361000061
2051.304,79.32376099,0.425147921,2.614136696,2.346999884
2051.4564,79.86369324,0.414731771,2.738805771,2.349999905
2051.6088,80.63096619,0.389451385,2.747550011,2.328999996
2051.7612,80.22048187,0.386918515,2.796257734,2.328000069
2051.9136,75.00057221,0.362102479,2.980151177,2.362999916
2052.066,69.5086441,0.317667276,3.282455921,2.469000101
2052.2184,64.99213409,0.315909207,3.386379004,2.480000019
2052.3708,68.68409729,0.342428356,3.472937346,2.398999929
2052.5232,73.44454956,0.386450887,3.188887358,2.344000101
2052.6756,76.89652252,0.406883717,2.896834374,2.315000057
2052.828,75.49285126,0.385961205,2.980264187,2.321000099
2052.9804,75.33626556,0.385751098,3.062401056,2.328999996
2053.1328,80.483284,0.358192265,3.150292873,2.332000017
2053.2852,84.75037384,0.367237568,3.22941184,2.34100008
2053.4376,88.83743286,0.358759016,3.271220923,2.34800005
2053.59,86.42629242,0.365807921,3.303013563,2.351999998
2053.7424,80.74078369,0.378874302,3.316331863,2.34800005
2053.8948,76.00339508,0.371388465,3.339195252,2.319999933
2054.0472,70.97658539,0.380366385,3.309756041,2.290999889
2054.1996,70.00588226,0.358113647,3.038692236,2.253000021
2054.352,70.00520325,0.37785542,3.141179323,2.236999989
2054.5044,70.74377441,0.359233171,3.282405376,2.259999991
2054.6568,75.54709625,0.36421603,3.436308861,2.312000036
2054.8092,78.49785614,0.3429676,3.458168984,2.355000019
2054.9616,81.24274445,0.358645797,3.418169737,2.351999998
2055.114,78.43095398,0.353533447,3.304210186,2.335999966
2055.2664,72.37528992,0.372885287,3.196192026,2.322999954
2055.4188,74.13391876,0.370298475,3.168111563,2.334000111
2055.5712,78.22800446,0.384378761,3.185938358,2.342999935
2055.7236,79.90013886,0.364625275,3.223608017,2.336999893
2055.876,77.59877777,0.353285223,3.157191753,2.334000111
2056.0284,78.07538605,0.35472846,3.10342598,2.345000029
2056.1808,80.96324921,0.37190178,3.153250694,2.345999956
2056.3332,79.94264984,0.38989085,3.20998764,2.354000092
2056.4856,78.65772247,0.407450795,3.200099468,2.354000092
2056.638,76.02877808,0.400081873,3.186000586,2.33100009
2056.7904,79.49720001,0.387497515,3.187002897,2.311000109
2056.9428,80.45485687,0.351330876,3.06056118,2.286999941
2057.0952,79.58578491,0.370503128,3.026403427,2.296000004
2057.2476,78.18099213,0.378974676,3.175548077,2.315999985
2057.4,78.15242767,0.399769992,3.353027821,2.338000059
2057.5524,85.18143463,0.386802703,3.864358902,2.335999966
2057.7048,82.58338165,0.365635723,4.219619751,2.313999891
2057.8572,73.17623901,0.333619654,4.523744106,2.278000116
2058.0096,61.79380798,0.28334263,4.825044155,2.234999895
2058.162,55.78821182,0.285952091,5.298703194,2.210000038
2058.3144,57.93255234,0.312021911,5.528056622,2.213000059
2058.4668,61.76966476,0.352615237,5.652899742,2.236999989
2058.6192,65.01155853,0.363938272,5.626248837,2.269999981
2058.7716,64.13584137,0.358311772,5.494986057,2.270999908
2058.924,62.47348785,0.3595424,5.740453243,2.249000073
2059.0764,61.39811325,0.348015219,6.142357349,2.226999998
2059.2288,62.51282501,0.363977999,6.495052338,2.226000071
2059.3812,59.5752449,0.356363386,7.071679115,2.230999947
2059.5336,54.4256897,0.366534889,8.143105507,2.230000019
2059.686,51.89648438,0.347916305,7.748897553,2.23300004
2059.8384,52.9192009,0.338482142,7.163825512,2.233999968
2059.9908,55.08367157,0.346724957,7.3508811,2.239000082
2060.1432,55.42525101,0.350776076,7.510421276,2.230000019
2060.2956,57.12469482,0.349766344,6.964524269,2.226999998
2060.448,59.27468109,0.329120815,6.743397236,2.223999977
2060.6004,57.72106934,0.314704597,6.52088213,2.22300005
2060.7528,57.64286423,0.35885635,5.950020313,2.214999914
